"","Mouse_ID","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Feces_Weight","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","Ticks","eimeriaSpecies","MC.Eimeria","delta_ct_cewe_MminusE","Ct.Eimeria","Ct.Mus","IL.12","IRG6","CXCR3","IL.6","GBP2","CASP1","CXCL9","GAPDH","IDO1","IFNy","IL.10","IL.13","IL1RN","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PPIB","PRF1","RETNLB","SOCS1","TICAM1","TNF","CD4","Treg","Treg17","Th1","Th17","CD8","Act_CD8","IFNy_CD4","IL17A_CD4","IFNy_CD8","Ct_mean","Oocyst_Predict","ILWE_DNA_Content_ng.microliter","COCE","CEWE","ILWE","CECE","COWE","SICE","Host","FEC","SPL2","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp"
"1391","SK_3131","M",13.666418,52.733898,2015,"d","d","d","d","d","d","d","d","94","95/100","100","100","100","100","dd","dm","dd","dd","dd","dd",14,0.05,"10/9/15",0.0537,0,"d",NA,NA,NA,"Danewitz 22",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",18,19,7,22,13,15,23,22,17.375,0.1,10404191.6167665,8,"dom",16.26,77.4,NA,NA,0.167,NA,NA,NA,NA,0.0369,NA,NA,86.1,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"1392","SK_3132","F",13.666418,52.733898,2015,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"10/9/15",0.0238,0,NA,NA,NA,NA,"Danewitz 22",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",11.94,66.1,NA,NA,0.138,NA,NA,NA,NA,NA,NA,NA,75.8,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1393","SK_3133","M",13.666418,52.733898,2015,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"10/9/15",0.0501,0,NA,NA,NA,NA,"Danewitz 22",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",20.84,81.4,NA,NA,0.154,NA,NA,NA,NA,0.2156,NA,NA,93.2,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1394","SK_3134","M",13.8517,52.5142,2015,"d","m","m","m","d","d","d","m","94","95","100/125","100/120","90/100","80/100","dd","mm","dm","dm","dm","dm",14,0.5,"10/9/15",0.0188,0,"m",NA,NA,NA,"Torfhaus",NA,NA,NA,TRUE,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",15.75,80.4,NA,NA,0.122,NA,NA,NA,NA,0.1391,NA,NA,76.6,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,NA
"1395","SK_3135","M",14.0569,52.8092,2015,"d","m","m","m","m","m","m","m","100","95","125","120","70","100","mm","mm","mm","mm","mm","dd",14,0.85,"10/9/15",0.0298,0,"m",NA,NA,NA,"Schiffmühle 29",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.99,78.7,NA,NA,0.141,NA,NA,NA,NA,0.1296,NA,NA,75.8,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1396","SK_3136","F",14.30442,52.379044,2015,"d",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",13,0.88,"10/9/15",0.0223,0,NA,NA,NA,NA,"Madlitz 11",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",17.33,86,NA,NA,0.207,NA,NA,NA,NA,NA,NA,NA,81.2,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1397","SK_3137","F",14.0569,52.8092,2015,"d",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",13,0.88,"10/9/15",0.0541,0,NA,NA,NA,NA,"Schiffmühle 29",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",13.07,74,NA,NA,0.223,NA,NA,NA,NA,NA,NA,NA,70.8,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1398","SK_3138","M",13.7586,53.1406,2015,"d","m","m","m",NA,"d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,0.894736842,"10/9/15",0.0348,1,"m",NA,NA,NA,"Ort Berkenlatten 7",NA,NA,NA,TRUE,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",15.88,77,NA,NA,0.191,NA,NA,NA,NA,0.136,NA,NA,77.5,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1399","SK_3139","M",13.7586,53.1406,2015,"d","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",14,0.9,"10/9/15",0.0444,0,"m",NA,NA,NA,"Ort Berkenlatten 7",NA,NA,NA,TRUE,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",19.17,80.9,NA,NA,0.254,NA,NA,NA,NA,0.1914,NA,NA,78.6,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,NA
"1400","SK_3140","F",13.7586,53.1406,2015,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",13,0.88,"10/9/15",0.0459,0,NA,NA,NA,NA,"Ort Berkenlatten 7",NA,NA,NA,TRUE,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",14.86,78,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,78,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,NA
"1401","SK_3141","F",13.4286,53.0689,2015,"d",NA,"mm","mm","mm","dd","mm","dm","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",13,0.8,"10/9/15",0.047,70,NA,NA,NA,NA,"Hammelspring 6",NA,NA,NA,TRUE,NA,NA,"Lorenzo","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.18,79.7,NA,NA,0.212,NA,NA,NA,NA,NA,NA,NA,77,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1402","SK_3142","M",13.4286,53.0689,2015,"d","m","m","m","m","d","m","m","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",14,0.85,"10/9/15",0.0261,57,"m",NA,NA,NA,"Hammelspring 6",NA,NA,NA,TRUE,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",17.65,85.8,NA,NA,0.219,NA,NA,NA,NA,0.0995,NA,NA,81.6,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1403","SK_3143","M",13.7586,53.1406,2015,"d","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",14,0.9,"10/9/15",0.0302,0,"m",NA,NA,NA,"Ort Berkenlatten 7",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",15.22,76,NA,NA,0.162,NA,NA,NA,NA,0.1165,NA,NA,72,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1404","SK_3144","F",13.4286,53.0689,2015,"d",NA,"mm","mm","mm","dd","mm","dm","100","95","100","120","90","80","mm","mm","dd","mm","mm","mm",13,0.76,"10/9/15",0.0405,75,NA,NA,NA,NA,"Hammelspring 6",NA,NA,NA,TRUE,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",17.25,81.3,NA,NA,0.058,NA,NA,NA,NA,NA,NA,NA,NA,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1405","SK_3145","F",13.4286,53.0689,2015,"d",NA,NA,"mm",NA,"dm","mm","mm","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",11,0.857142857,"10/9/15",0.0365,6,NA,NA,NA,NA,"Hammelspring 6",NA,NA,NA,TRUE,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.17,80.3,NA,NA,0.131,NA,NA,NA,NA,NA,NA,NA,74,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,48,0,NA
"1406","SK_3146","M",14.1611,52.7408,2015,"d","m","m","m","m","m","m","m","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",14,0.85,"10/9/15",0.0208,0,"m",NA,NA,NA,"Neumädewitz 39",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",12.4,70.2,NA,NA,0.211,NA,NA,NA,NA,0.0145,NA,NA,62.9,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1407","SK_3147","M",13.7586,53.1406,2015,"d","m","m","m","m","d","m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",14,0.9,"10/9/15",0.0676,0,"m",NA,NA,NA,"Ort Berkenlatten 7",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.32,82.8,NA,NA,0.141,NA,NA,NA,NA,0.1303,NA,NA,75.5,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1408","SK_3148","F",13.6506,53.2108,2015,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","155","120","100","80","mm","mm","mm","mm","dd","mm",13,0.8,"10/9/15",0.0223,0,NA,NA,NA,NA,"Pappelwerder 1",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",13.42,77.3,NA,NA,0.173,NA,NA,NA,NA,NA,NA,NA,77.1,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1409","SK_3149","F",13.6506,53.2108,2015,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",13,0.8,"10/9/15",0.0124,0,NA,NA,NA,NA,"Pappelwerder 1",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",7.83,62.9,NA,NA,0.158,NA,NA,NA,NA,NA,NA,NA,63.9,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA
"1410","SK_3150","F",13.3994,52.7969,2015,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"10/9/15",0.0296,0,NA,NA,NA,NA,"Zehlendorf 1",NA,NA,NA,TRUE,NA,NA,"Alice","Jan2018",1,0,1,1,1,1,0,0,0.625,0.1,245098.039215686,8,"dom",13.94,72.4,NA,NA,0.255,NA,NA,NA,NA,NA,NA,NA,83.1,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,107,0,NA
"1411","SK_3151","M",13.4636,52.9156,2015,"d","d","d","d","d","d","d","d","94","95/100","100","100","90/100","100","dd","dm","dd","dd","dm","dd",14,0.1,"10/10/15",0.0243,0,"d",NA,NA,NA,"Liebenthal",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",19,16,20,16,9,16,19,13,16,0.1,10810810.8108108,8,"dom",15.18,76.4,NA,NA,0.148,NA,NA,NA,NA,0.1655,NA,NA,87.7,"10/9/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,0,NA
"1412","SK_3152","F",13.1972,52.9008,2015,"d",NA,"dd","dd","dd","dd","dd","dd","94/100","95","125","100/120","100","80","dm","mm","mm","dm","dd","mm",13,0.32,"10/10/15",0.0259,0,NA,NA,NA,NA,"Neulöwenberg",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",13.48,73.7,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA,83.3,"10/9/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1413","SK_3153","F",13.676085,52.497666,2015,"d",NA,"dd","dd","dd","dd","dd","dd","100","100","100","100","100","100","mm","dd","dd","dd","dd","dd",13,0.08,"10/10/15",0.0178,0,NA,NA,NA,NA,"Hoppegarten 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",18.6,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.4,"10/9/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1414","SK_3153-1","F",13.676085,52.497666,2015,"d",NA,"d/d","d/d","d/d","d/d","d/d","d/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1415","SK_3153-2","F",13.676085,52.497666,2015,"d",NA,"d/d","d/d","d/d","d/d","d/d","d/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1416","SK_3153-3","F",13.676085,52.497666,2015,"d",NA,"d/d","d/d","d/d","d/d","d/d","d/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1417","SK_3153-4","F",13.676085,52.497666,2015,"d",NA,"d/d","d/d","d/d","d/d","d/d","d/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1418","SK_3153-5","M",13.676085,52.497666,2015,NA,NA,"d","d","d","d","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.142857143,NA,NA,NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1419","SK_3153-E1","F",13.6761,52.4978,2015,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420","SK_3153-E2","F",13.6761,52.4978,2015,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421","SK_3153-E3","F",13.6761,52.4978,2015,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422","SK_3153-E4","F",13.6761,52.4978,2015,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423","SK_3153-E5","M",13.6761,52.4978,2015,"d","d","d","d","d","d","d","d","","","","","","","","","","","","",8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
